type,spec_version,id,created_by_ref,created,modified,name,description,external_references,object_marking_refs,x_mitre_attack_spec_version,x_mitre_domains,x_mitre_modified_by_ref,x_mitre_version,x_mitre_aliases,x_mitre_deprecated,x_mitre_contributors,x_mitre_platforms,is_family
malware,2.1,malware--7cdfccda-2950-4167-981a-60872ff5d0db,identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5,2021-01-28T17:24:48.322Z,2022-05-11T14:00:00.188Z,EVILNUM,[EVILNUM](https://attack.mitre.org/software/S0568) is fully capable backdoor that was first identified in 2018. [EVILNUM](https://attack.mitre.org/software/S0568) is used by the APT group [Evilnum](https://attack.mitre.org/groups/G0120) which has the same name.(Citation: ESET EvilNum July 2020)(Citation: Prevailion EvilNum May 2020),"[{'source_name': 'mitre-attack', 'url': 'https://attack.mitre.org/software/S0568', 'external_id': 'S0568'}, {'source_name': 'EVILNUM', 'description': '(Citation: Prevailion EvilNum May 2020)(Citation: ESET EvilNum July 2020)'}, {'source_name': 'ESET EvilNum July 2020', 'description': 'Porolli, M. (2020, July 9). More evil: A deep look at Evilnum and its toolset. Retrieved January 22, 2021.', 'url': 'https://www.welivesecurity.com/2020/07/09/more-evil-deep-look-evilnum-toolset/'}, {'source_name': 'Prevailion EvilNum May 2020', 'description': 'Adamitis, D. (2020, May 6). Phantom in the Command Shell. Retrieved December 22, 2021.', 'url': 'https://www.prevailion.com/phantom-in-the-command-shell-2/'}]",['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168'],2.1.0,['enterprise-attack'],identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5,1.0,['EVILNUM'],,,['Windows'],True
malware,2.1,malware--7c58fff0-d206-4db1-96b1-e3a9e0e320b9,identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5,2021-06-21T15:02:47.928Z,2022-04-25T14:00:00.188Z,P8RAT,[P8RAT](https://attack.mitre.org/software/S0626) is a fileless malware used by [menuPass](https://attack.mitre.org/groups/G0045) to download and execute payloads since at least 2020.(Citation: Securelist APT10 March 2021),"[{'source_name': 'mitre-attack', 'url': 'https://attack.mitre.org/software/S0626', 'external_id': 'S0626'}, {'source_name': 'HEAVYPOT', 'description': '(Citation: Securelist APT10 March 2021)'}, {'source_name': 'GreetCake', 'description': '(Citation: Securelist APT10 March 2021)'}, {'source_name': 'Securelist APT10 March 2021', 'description': 'GREAT. (2021, March 30). APT10: sophisticated multi-layered loader Ecipekac discovered in A41APT campaign. Retrieved June 17, 2021.', 'url': 'https://securelist.com/apt10-sophisticated-multi-layered-loader-ecipekac-discovered-in-a41apt-campaign/101519/'}]",['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168'],2.1.0,['enterprise-attack'],identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5,1.0,"['P8RAT', 'HEAVYPOT', 'GreetCake']",,,['Windows'],True
malware,2.1,malware--7bef1b56-4870-4e74-b32a-7dd88c390c44,identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5,2020-07-01T19:34:28.366Z,2022-05-11T14:00:00.188Z,Bundlore,"[Bundlore](https://attack.mitre.org/software/S0482) is adware written for macOS that has been in use since at least 2015. Though categorized as adware, [Bundlore](https://attack.mitre.org/software/S0482) has many features associated with more traditional backdoors.(Citation: MacKeeper Bundlore Apr 2019)","[{'source_name': 'mitre-attack', 'url': 'https://attack.mitre.org/software/S0482', 'external_id': 'S0482'}, {'source_name': 'OSX.Bundlore', 'description': '(Citation: MacKeeper Bundlore Apr 2019)'}, {'source_name': 'MacKeeper Bundlore Apr 2019', 'description': 'Sushko, O. (2019, April 17). macOS Bundlore: Mac Virus Bypassing macOS Security Features. Retrieved June 30, 2020.', 'url': 'https://mackeeper.com/blog/post/610-macos-bundlore-adware-analysis/'}]",['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168'],2.1.0,['enterprise-attack'],identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5,1.1,"['Bundlore', 'OSX.Bundlore']",,,['macOS'],True
malware,2.1,malware--7bec698a-7e20-4fd3-bb6a-12787770fb1a,identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5,2017-05-31T21:32:44.131Z,2022-04-25T14:00:00.188Z,3PARA RAT,[3PARA RAT](https://attack.mitre.org/software/S0066) is a remote access tool (RAT) programmed in C++ that has been used by [Putter Panda](https://attack.mitre.org/groups/G0024). (Citation: CrowdStrike Putter Panda),"[{'source_name': 'mitre-attack', 'url': 'https://attack.mitre.org/software/S0066', 'external_id': 'S0066'}, {'source_name': 'CrowdStrike Putter Panda', 'description': 'Crowdstrike Global Intelligence Team. (2014, June 9). CrowdStrike Intelligence Report: Putter Panda. Retrieved January 22, 2016.', 'url': 'http://cdn0.vox-cdn.com/assets/4589853/crowdstrike-intelligence-report-putter-panda.original.pdf'}]",['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168'],2.1.0,['enterprise-attack'],identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5,1.1,['3PARA RAT'],,,['Windows'],True
malware,2.1,malware--7ba0fc46-197d-466d-8b9f-f1c64d5d81e5,identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5,2018-10-17T00:14:20.652Z,2024-04-10T22:26:03.638Z,TYPEFRAME,[TYPEFRAME](https://attack.mitre.org/software/S0263) is a remote access tool that has been used by [Lazarus Group](https://attack.mitre.org/groups/G0032). (Citation: US-CERT TYPEFRAME June 2018),"[{'source_name': 'mitre-attack', 'url': 'https://attack.mitre.org/software/S0263', 'external_id': 'S0263'}, {'source_name': 'TYPEFRAME', 'description': '(Citation: US-CERT TYPEFRAME June 2018)'}, {'source_name': 'US-CERT TYPEFRAME June 2018', 'description': 'US-CERT. (2018, June 14). MAR-10135536-12 – North Korean Trojan: TYPEFRAME. Retrieved July 13, 2018.', 'url': 'https://www.us-cert.gov/ncas/analysis-reports/AR18-165A'}]",['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168'],3.2.0,['enterprise-attack'],identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5,1.3,['TYPEFRAME'],False,,['Windows'],True
malware,2.1,malware--7acb15b6-fe2c-4319-b136-6ab36ff0b2d4,identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5,2022-01-24T16:56:36.108Z,2022-05-11T14:00:00.188Z,CharmPower,"[CharmPower](https://attack.mitre.org/software/S0674) is a PowerShell-based, modular backdoor that has been used by [Magic Hound](https://attack.mitre.org/groups/G0059) since at least 2022.(Citation: Check Point APT35 CharmPower January 2022)","[{'source_name': 'mitre-attack', 'url': 'https://attack.mitre.org/software/S0674', 'external_id': 'S0674'}, {'source_name': 'Check Point APT35 CharmPower January 2022', 'description': 'Check Point. (2022, January 11). APT35 exploits Log4j vulnerability to distribute new modular PowerShell toolkit. Retrieved January 24, 2022.', 'url': 'https://research.checkpoint.com/2022/apt35-exploits-log4j-vulnerability-to-distribute-new-modular-powershell-toolkit/'}]",['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168'],2.1.0,['enterprise-attack'],identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5,1.0,['CharmPower'],,,['Windows'],True
malware,2.1,malware--79499993-a8d6-45eb-b343-bf58dea5bdde,identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5,2018-04-18T17:59:24.739Z,2022-04-25T14:00:00.188Z,Briba,[Briba](https://attack.mitre.org/software/S0204) is a trojan used by [Elderwood](https://attack.mitre.org/groups/G0066) to open a backdoor and download files on to compromised hosts. (Citation: Symantec Elderwood Sept 2012) (Citation: Symantec Briba May 2012),"[{'source_name': 'mitre-attack', 'url': 'https://attack.mitre.org/software/S0204', 'external_id': 'S0204'}, {'source_name': 'Briba', 'description': '(Citation: Symantec Briba May 2012)'}, {'source_name': 'Symantec Elderwood Sept 2012', 'description': ""O'Gorman, G., and McDonald, G.. (2012, September 6). The Elderwood Project. Retrieved February 15, 2018."", 'url': 'https://web.archive.org/web/20190717233006/http://www.symantec.com/content/en/us/enterprise/media/security_response/whitepapers/the-elderwood-project.pdf'}, {'source_name': 'Symantec Briba May 2012', 'description': 'Ladley, F. (2012, May 15). Backdoor.Briba. Retrieved February 21, 2018.', 'url': 'https://www.symantec.com/security_response/writeup.jsp?docid=2012-051515-2843-99'}]",['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168'],2.1.0,['enterprise-attack'],identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5,1.0,['Briba'],,,['Windows'],True
malware,2.1,malware--77e0ecf7-ca91-4c06-8012-8e728986a87a,identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5,2021-06-30T16:13:40.232Z,2023-03-24T21:17:54.342Z,Chaes,"[Chaes](https://attack.mitre.org/software/S0631) is a multistage information stealer written in several programming languages that collects login credentials, credit card numbers, and other financial information. [Chaes](https://attack.mitre.org/software/S0631) was first observed in 2020, and appears to primarily target victims in Brazil as well as other e-commerce customers in Latin America.(Citation: Cybereason Chaes Nov 2020)","[{'source_name': 'mitre-attack', 'url': 'https://attack.mitre.org/software/S0631', 'external_id': 'S0631'}, {'source_name': 'Chaes', 'description': '(Citation: Cybereason Chaes Nov 2020)'}, {'source_name': 'Cybereason Chaes Nov 2020', 'description': 'Salem, E. (2020, November 17). CHAES: Novel Malware Targeting Latin American E-Commerce. Retrieved June 30, 2021.', 'url': 'https://www.cybereason.com/hubfs/dam/collateral/reports/11-2020-Chaes-e-commerce-malware-research.pdf'}]",['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168'],3.1.0,['enterprise-attack'],identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5,1.1,['Chaes'],False,"['Daniyal Naeem, BT Security']",['Windows'],True
malware,2.1,malware--77ca1aa3-280c-4b67-abaa-e8fb891a8f83,identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5,2021-01-04T15:12:14.805Z,2022-04-25T14:00:00.188Z,Pay2Key,[Pay2Key](https://attack.mitre.org/software/S0556) is a ransomware written in C++ that has been used by [Fox Kitten](https://attack.mitre.org/groups/G0117) since at least July 2020 including campaigns against Israeli companies. [Pay2Key](https://attack.mitre.org/software/S0556) has been incorporated with a leak site to display stolen sensitive information to further pressure victims into payment.(Citation: ClearkSky Fox Kitten February 2020)(Citation: Check Point Pay2Key November 2020),"[{'source_name': 'mitre-attack', 'url': 'https://attack.mitre.org/software/S0556', 'external_id': 'S0556'}, {'source_name': 'ClearkSky Fox Kitten February 2020', 'description': 'ClearSky. (2020, February 16). Fox Kitten – Widespread Iranian Espionage-Offensive Campaign. Retrieved December 21, 2020.', 'url': 'https://www.clearskysec.com/fox-kitten/'}, {'source_name': 'Check Point Pay2Key November 2020', 'description': 'Check Point. (2020, November 6). Ransomware Alert: Pay2Key. Retrieved January 4, 2021.', 'url': 'https://research.checkpoint.com/2020/ransomware-alert-pay2key/'}]",['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168'],2.1.0,['enterprise-attack'],identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5,1.0,['Pay2Key'],,,['Windows'],True
malware,2.1,malware--7724581b-06ff-4d2b-b77c-80dc8d53070b,identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5,2022-06-09T18:50:58.722Z,2024-10-08T20:10:44.570Z,Saint Bot,[Saint Bot](https://attack.mitre.org/software/S1018) is a .NET downloader that has been used by [Saint Bear](https://attack.mitre.org/groups/G1031) since at least March 2021.(Citation: Malwarebytes Saint Bot April 2021)(Citation: Palo Alto Unit 42 OutSteel SaintBot February 2022 ),"[{'source_name': 'mitre-attack', 'url': 'https://attack.mitre.org/software/S1018', 'external_id': 'S1018'}, {'source_name': 'Malwarebytes Saint Bot April 2021', 'description': 'Hasherezade. (2021, April 6). A deep dive into Saint Bot, a new downloader. Retrieved June 9, 2022.', 'url': 'https://blog.malwarebytes.com/threat-intelligence/2021/04/a-deep-dive-into-saint-bot-downloader/'}, {'source_name': 'Palo Alto Unit 42 OutSteel SaintBot February 2022 ', 'description': 'Unit 42. (2022, February 25). Spear Phishing Attacks Target Organizations in Ukraine, Payloads Include the Document Stealer OutSteel and the Downloader SaintBot. Retrieved June 9, 2022.', 'url': 'https://unit42.paloaltonetworks.com/ukraine-targeted-outsteel-saintbot/'}]",['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168'],3.2.0,['enterprise-attack'],identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5,2.0,['Saint Bot'],False,,['Windows'],True
malware,2.1,malware--76fde8df-3495-47c9-82eb-125c4f7fb621,identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5,2024-09-16T18:47:30.547Z,2024-09-30T17:59:30.330Z,Latrodectus,"[Latrodectus](https://attack.mitre.org/software/S1160) is a Windows malware downloader that has been used since at least 2023 to download and execute additional payloads and modules. [Latrodectus](https://attack.mitre.org/software/S1160) has most often been distributed through email campaigns, primarily by [TA577](https://attack.mitre.org/groups/G1037) and [TA578](https://attack.mitre.org/groups/G1038), and has infrastructure overlaps with historic [IcedID](https://attack.mitre.org/software/S0483) operations.(Citation: Latrodectus APR 2024)(Citation: Bleeping Computer Latrodectus April 2024)(Citation: Bitsight Latrodectus June 2024)","[{'source_name': 'mitre-attack', 'url': 'https://attack.mitre.org/software/S1160', 'external_id': 'S1160'}, {'source_name': 'IceNova', 'description': '(Citation: Bleeping Computer Latrodectus April 2024)'}, {'source_name': 'Unidentified 111', 'description': '(Citation: Bleeping Computer Latrodectus April 2024)'}, {'source_name': 'Bleeping Computer Latrodectus April 2024', 'description': 'Abrams, L. (2024, April 30). New Latrodectus malware attacks use Microsoft, Cloudflare themes. Retrieved September 13, 2024.', 'url': 'https://www.bleepingcomputer.com/news/security/new-latrodectus-malware-attacks-use-microsoft-cloudflare-themes/'}, {'source_name': 'Bitsight Latrodectus June 2024', 'description': 'Batista, J. (2024, June 17). Latrodectus, are you coming back?. Retrieved September 13, 2024.', 'url': 'https://www.bitsight.com/blog/latrodectus-are-you-coming-back'}, {'source_name': 'Latrodectus APR 2024', 'description': 'Proofpoint Threat Research and Team Cymru S2 Threat Research. (2024, April 4). Latrodectus: This Spider Bytes Like Ice . Retrieved May 31, 2024.', 'url': 'https://www.proofpoint.com/us/blog/threat-insight/latrodectus-spider-bytes-ice'}]",['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168'],3.2.0,['enterprise-attack'],identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5,1.0,"['Latrodectus', 'IceNova', 'Unidentified 111']",False,"['Riku Katsuse, NEC Corporation', 'Sareena Karapoola, NEC Corporation India', 'Pooja Natarajan, NEC Corporation India', 'Cris Tomboc, Truswave SpiderLabs']",['Windows'],True
malware,2.1,malware--76ac7989-c5cc-42e2-93e3-d6c476f01ace,identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5,2020-05-06T15:43:49.556Z,2022-04-15T11:32:25.171Z,TSCookie,[TSCookie](https://attack.mitre.org/software/S0436) is a remote access tool (RAT) that has been used by [BlackTech](https://attack.mitre.org/groups/G0098) in campaigns against Japanese targets.(Citation: JPCert TSCookie March 2018)(Citation: JPCert BlackTech Malware September 2019). [TSCookie](https://attack.mitre.org/software/S0436) has been referred to as [PLEAD](https://attack.mitre.org/software/S0435) though more recent reporting indicates a separation between the two.(Citation: JPCert PLEAD Downloader June 2018)(Citation: JPCert BlackTech Malware September 2019),"[{'source_name': 'mitre-attack', 'url': 'https://attack.mitre.org/software/S0436', 'external_id': 'S0436'}, {'source_name': 'JPCert PLEAD Downloader June 2018', 'description': 'Tomonaga, S. (2018, June 8). PLEAD Downloader Used by BlackTech. Retrieved May 6, 2020.', 'url': 'https://blogs.jpcert.or.jp/en/2018/03/malware-tscooki-7aa0.html'}, {'source_name': 'JPCert TSCookie March 2018', 'description': 'Tomonaga, S. (2018, March 6). Malware “TSCookie”. Retrieved May 6, 2020.', 'url': 'https://blogs.jpcert.or.jp/en/2018/03/malware-tscooki-7aa0.html'}, {'source_name': 'JPCert BlackTech Malware September 2019', 'description': 'Tomonaga, S.. (2019, September 18). Malware Used by BlackTech after Network Intrusion. Retrieved May 6, 2020.', 'url': 'https://blogs.jpcert.or.jp/en/2019/09/tscookie-loader.html'}]",['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168'],2.1.0,['enterprise-attack'],identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5,1.0,['TSCookie'],False,"['Tatsuya Daitoku, Cyber Defense Institute, Inc.']",['Windows'],True
malware,2.1,malware--76abb3ef-dafd-4762-97cb-a35379429db4,identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5,2018-01-16T16:13:52.465Z,2024-04-11T02:28:51.206Z,Gazer,[Gazer](https://attack.mitre.org/software/S0168) is a backdoor used by [Turla](https://attack.mitre.org/groups/G0010) since at least 2016. (Citation: ESET Gazer Aug 2017),"[{'source_name': 'mitre-attack', 'url': 'https://attack.mitre.org/software/S0168', 'external_id': 'S0168'}, {'source_name': 'Gazer', 'description': '(Citation: ESET Gazer Aug 2017)'}, {'source_name': 'ESET Gazer Aug 2017', 'description': 'ESET. (2017, August). Gazing at Gazer: Turla’s new second stage backdoor. Retrieved September 14, 2017.', 'url': 'https://www.welivesecurity.com/wp-content/uploads/2017/08/eset-gazer.pdf'}, {'source_name': 'ESET Crutch December 2020', 'description': 'Faou, M. (2020, December 2). Turla Crutch: Keeping the “back door” open. Retrieved December 4, 2020.', 'url': 'https://www.welivesecurity.com/2020/12/02/turla-crutch-keeping-back-door-open/'}, {'source_name': 'Securelist WhiteBear Aug 2017', 'description': ""Kaspersky Lab's Global Research & Analysis Team. (2017, August 30). Introducing WhiteBear. Retrieved September 21, 2017."", 'url': 'https://securelist.com/introducing-whitebear/81638/'}, {'source_name': 'WhiteBear', 'description': 'The term WhiteBear is used both for the activity group (a subset of G0010) as well as the malware observed. Based on similarities in behavior and C2, WhiteBear is assessed to be the same as S0168. (Citation: Securelist WhiteBear Aug 2017)(Citation: ESET Crutch December 2020)'}]",['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168'],3.2.0,['enterprise-attack'],identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5,1.3,"['Gazer', 'WhiteBear']",False,['Bartosz Jerzman'],['Windows'],True
malware,2.1,malware--75ecdbf1-c2bb-4afc-a3f9-c8da4de8c661,identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5,2019-03-25T17:30:17.004Z,2023-03-08T22:20:20.868Z,WannaCry,"[WannaCry](https://attack.mitre.org/software/S0366) is ransomware that was first seen in a global attack during May 2017, which affected more than 150 countries. It contains worm-like features to spread itself across a computer network using the SMBv1 exploit EternalBlue.(Citation: LogRhythm WannaCry)(Citation: US-CERT WannaCry 2017)(Citation: Washington Post WannaCry 2017)(Citation: FireEye WannaCry 2017)","[{'source_name': 'mitre-attack', 'url': 'https://attack.mitre.org/software/S0366', 'external_id': 'S0366'}, {'source_name': 'WanaCrypt0r', 'description': '(Citation: LogRhythm WannaCry)'}, {'source_name': 'WCry', 'description': '(Citation: LogRhythm WannaCry)(Citation: SecureWorks WannaCry Analysis)'}, {'source_name': 'WanaCry', 'description': '(Citation: SecureWorks WannaCry Analysis)'}, {'source_name': 'WanaCrypt', 'description': '(Citation: SecureWorks WannaCry Analysis)'}, {'source_name': 'FireEye WannaCry 2017', 'description': 'Berry, A., Homan, J., and Eitzman, R. (2017, May 23). WannaCry Malware Profile. Retrieved March 15, 2019.', 'url': 'https://www.fireeye.com/blog/threat-research/2017/05/wannacry-malware-profile.html'}, {'source_name': 'SecureWorks WannaCry Analysis', 'description': 'Counter Threat Unit Research Team. (2017, May 18). WCry Ransomware Analysis. Retrieved March 26, 2019.', 'url': 'https://www.secureworks.com/research/wcry-ransomware-analysis'}, {'source_name': 'Washington Post WannaCry 2017', 'description': 'Dwoskin, E. and Adam, K. (2017, May 14). More than 150 countries affected by massive cyberattack, Europol says. Retrieved March 25, 2019.', 'url': 'https://www.washingtonpost.com/business/economy/more-than-150-countries-affected-by-massive-cyberattack-europol-says/2017/05/14/5091465e-3899-11e7-9e48-c4f199710b69_story.html?utm_term=.7fa16b41cad4'}, {'source_name': 'LogRhythm WannaCry', 'description': 'Noerenberg, E., Costis, A., and Quist, N. (2017, May 16). A Technical Analysis of WannaCry Ransomware. Retrieved March 25, 2019.', 'url': 'https://logrhythm.com/blog/a-technical-analysis-of-wannacry-ransomware/'}, {'source_name': 'US-CERT WannaCry 2017', 'description': 'US-CERT. (2017, May 12). Alert (TA17-132A): Indicators Associated With WannaCry Ransomware. Retrieved March 25, 2019.', 'url': 'https://www.us-cert.gov/ncas/alerts/TA17-132A'}]",['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168'],3.1.0,"['enterprise-attack', 'ics-attack']",identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5,1.1,"['WannaCry', 'WanaCry', 'WanaCrypt', 'WanaCrypt0r', 'WCry']",False,"['Jan Miller, CrowdStrike']",['Windows'],True
malware,2.1,malware--75bba379-4ba1-467e-8c60-ec2b269ee984,identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5,2020-05-20T19:54:06.476Z,2022-04-25T14:00:00.188Z,USBferry,"[USBferry](https://attack.mitre.org/software/S0452) is an information stealing malware and has been used by [Tropic Trooper](https://attack.mitre.org/groups/G0081) in targeted attacks against Taiwanese and Philippine air-gapped military environments. [USBferry](https://attack.mitre.org/software/S0452) shares an overlapping codebase with [YAHOYAH](https://attack.mitre.org/software/S0388), though it has several features which makes it a distinct piece of malware.(Citation: TrendMicro Tropic Trooper May 2020)","[{'source_name': 'mitre-attack', 'url': 'https://attack.mitre.org/software/S0452', 'external_id': 'S0452'}, {'source_name': 'TrendMicro Tropic Trooper May 2020', 'description': 'Chen, J.. (2020, May 12). Tropic Trooper’s Back: USBferry Attack Targets Air gapped Environments. Retrieved May 20, 2020.', 'url': 'https://documents.trendmicro.com/assets/Tech-Brief-Tropic-Trooper-s-Back-USBferry-Attack-Targets-Air-gapped-Environments.pdf'}]",['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168'],2.1.0,['enterprise-attack'],identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5,1.0,['USBferry'],,,['Windows'],True
malware,2.1,malware--7dbb67c7-270a-40ad-836e-c45f8948aa5a,identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5,2017-12-14T16:46:06.044Z,2022-04-25T14:00:00.188Z,KOMPROGO,"[KOMPROGO](https://attack.mitre.org/software/S0156) is a signature backdoor used by [APT32](https://attack.mitre.org/groups/G0050) that is capable of process, file, and registry management. (Citation: FireEye APT32 May 2017)","[{'source_name': 'mitre-attack', 'url': 'https://attack.mitre.org/software/S0156', 'external_id': 'S0156'}, {'source_name': 'KOMPROGO', 'description': '(Citation: FireEye APT32 May 2017)'}, {'source_name': 'FireEye APT32 May 2017', 'description': 'Carr, N.. (2017, May 14). Cyber Espionage is Alive and Well: APT32 and the Threat to Global Corporations. Retrieved June 18, 2017.', 'url': 'https://www.fireeye.com/blog/threat-research/2017/05/cyber-espionage-apt32.html'}]",['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168'],2.1.0,['enterprise-attack'],identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5,1.1,['KOMPROGO'],,,['Windows'],True
malware,2.1,malware--754effde-613c-4244-a83e-fb659b2a4d06,identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5,2020-05-26T21:02:38.186Z,2023-03-22T05:03:29.436Z,Netwalker,[Netwalker](https://attack.mitre.org/software/S0457) is fileless ransomware written in PowerShell and executed directly in memory.(Citation: TrendMicro Netwalker May 2020),"[{'source_name': 'mitre-attack', 'url': 'https://attack.mitre.org/software/S0457', 'external_id': 'S0457'}, {'source_name': 'TrendMicro Netwalker May 2020', 'description': 'Victor, K.. (2020, May 18). Netwalker Fileless Ransomware Injected via Reflective Loading . Retrieved May 26, 2020.', 'url': 'https://blog.trendmicro.com/trendlabs-security-intelligence/netwalker-fileless-ransomware-injected-via-reflective-loading/'}]",['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168'],3.1.0,['enterprise-attack'],identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5,1.1,['Netwalker'],False,,['Windows'],True
malware,2.1,malware--751b77e6-af1f-483b-93fe-eddf17f92a64,identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5,2021-02-10T18:20:51.309Z,2022-04-25T14:00:00.188Z,Caterpillar WebShell,[Caterpillar WebShell](https://attack.mitre.org/software/S0572) is a self-developed Web Shell tool created by the group [Volatile Cedar](https://attack.mitre.org/groups/G0123).(Citation: ClearSky Lebanese Cedar Jan 2021) ,"[{'source_name': 'mitre-attack', 'url': 'https://attack.mitre.org/software/S0572', 'external_id': 'S0572'}, {'source_name': 'Caterpillar WebShell', 'description': '(Citation: ClearSky Lebanese Cedar Jan 2021)(Citation: CheckPoint Volatile Cedar March 2015)'}, {'source_name': 'ClearSky Lebanese Cedar Jan 2021', 'description': 'ClearSky Cyber Security. (2021, January). “Lebanese Cedar” APT Global Lebanese Espionage Campaign Leveraging Web Servers. Retrieved February 10, 2021.', 'url': 'https://www.clearskysec.com/wp-content/uploads/2021/01/Lebanese-Cedar-APT.pdf'}, {'source_name': 'CheckPoint Volatile Cedar March 2015', 'description': 'Threat Intelligence and Research. (2015, March 30). VOLATILE CEDAR. Retrieved February 8, 2021.', 'url': 'https://media.kasperskycontenthub.com/wp-content/uploads/sites/43/2015/03/20082004/volatile-cedar-technical-report.pdf'}]",['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168'],2.1.0,['enterprise-attack'],identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5,1.0,['Caterpillar WebShell'],,,['Windows'],True
malware,2.1,malware--750eb92a-7fdf-451e-9592-1d42357018f1,identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5,2022-07-07T14:30:25.403Z,2024-10-14T22:11:30.271Z,CreepyDrive,"[CreepyDrive](https://attack.mitre.org/software/S1023) is a custom implant has been used by [POLONIUM](https://attack.mitre.org/groups/G1005) since at least early 2022 for C2 with and exfiltration to actor-controlled OneDrive accounts.(Citation: Microsoft POLONIUM June 2022)

[POLONIUM](https://attack.mitre.org/groups/G1005) has used a similar implant called CreepyBox that relies on actor-controlled DropBox accounts.(Citation: Microsoft POLONIUM June 2022)","[{'source_name': 'mitre-attack', 'url': 'https://attack.mitre.org/software/S1023', 'external_id': 'S1023'}, {'source_name': 'Microsoft POLONIUM June 2022', 'description': 'Microsoft. (2022, June 2). Exposing POLONIUM activity and infrastructure targeting Israeli organizations. Retrieved July 1, 2022.', 'url': 'https://www.microsoft.com/security/blog/2022/06/02/exposing-polonium-activity-and-infrastructure-targeting-israeli-organizations/'}]",['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168'],2.1.0,['enterprise-attack'],identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5,1.0,['CreepyDrive'],False,,"['Windows', 'Office Suite']",True
